route_id,service_id,trip_id,trip_headsign
A82,P,A82-P-255-60720,Matki Teresy z Kalkuty - Rydygiera
A82,P,A82-P-255-62520,Matki Teresy z Kalkuty - Rydygiera
A82,P,A82-P-255-64440,Matki Teresy z Kalkuty - Rydygiera
A82,P,A82-P-255-66240,Matki Teresy z Kalkuty - Rydygiera
A82,P,A82-P-255-68040,Matki Teresy z Kalkuty - Rydygiera
A82,P,A82-P-255-69960,Matki Teresy z Kalkuty - Rydygiera
A82,P,A82-P-255-72360,Matki Teresy z Kalkuty - Rydygiera
A82,P,A82-P-255-74760,Matki Teresy z Kalkuty - Rydygiera
A82,P,A82-P-255-76560,Matki Teresy z Kalkuty - Rydygiera
A82,P,A82-P-255-78360,Matki Teresy z Kalkuty - Rydygiera
A82,P,A82-P-255-80760,Matki Teresy z Kalkuty - Rydygiera
A82,N,A82-N-255-22740,Matki Teresy z Kalkuty - Rydygiera
A82,N,A82-N-255-25140,Matki Teresy z Kalkuty - Rydygiera
A82,N,A82-N-255-27540,Matki Teresy z Kalkuty - Rydygiera
A82,N,A82-N-255-30240,Matki Teresy z Kalkuty - Rydygiera
A82,N,A82-N-255-32640,Matki Teresy z Kalkuty - Rydygiera
A82,N,A82-N-255-34740,Matki Teresy z Kalkuty - Rydygiera
A82,N,A82-N-255-37140,Matki Teresy z Kalkuty - Rydygiera
A82,N,A82-N-255-39540,Matki Teresy z Kalkuty - Rydygiera
A82,N,A82-N-255-41940,Matki Teresy z Kalkuty - Rydygiera
A82,N,A82-N-255-44340,Matki Teresy z Kalkuty - Rydygiera
A82,N,A82-N-255-46740,Matki Teresy z Kalkuty - Rydygiera
A82,N,A82-N-255-49080,Matki Teresy z Kalkuty - Rydygiera
A82,N,A82-N-255-51540,Matki Teresy z Kalkuty - Rydygiera
A82,N,A82-N-255-53940,Matki Teresy z Kalkuty - Rydygiera
A82,N,A82-N-255-56340,Matki Teresy z Kalkuty - Rydygiera
A82,N,A82-N-255-58740,Matki Teresy z Kalkuty - Rydygiera
A82,N,A82-N-255-61140,Matki Teresy z Kalkuty - Rydygiera
A82,N,A82-N-255-63480,Matki Teresy z Kalkuty - Rydygiera
A82,N,A82-N-255-65880,Matki Teresy z Kalkuty - Rydygiera
A82,N,A82-N-255-68580,Matki Teresy z Kalkuty - Rydygiera
A82,N,A82-N-255-70980,Matki Teresy z Kalkuty - Rydygiera
A82,N,A82-N-255-72840,Matki Teresy z Kalkuty - Rydygiera
A82,N,A82-N-255-75360,Matki Teresy z Kalkuty - Rydygiera
A82,N,A82-N-255-78360,Matki Teresy z Kalkuty - Rydygiera
A82,N,A82-N-255-80760,Matki Teresy z Kalkuty - Rydygiera
A82,S,A82-S-255-18000,Matki Teresy z Kalkuty - Rydygiera
A82,S,A82-S-255-20100,Matki Teresy z Kalkuty - Rydygiera
A82,S,A82-S-255-22680,Matki Teresy z Kalkuty - Rydygiera
A82,S,A82-S-255-25320,Matki Teresy z Kalkuty - Rydygiera
A82,S,A82-S-255-27720,Matki Teresy z Kalkuty - Rydygiera
A82,S,A82-S-255-29940,Matki Teresy z Kalkuty - Rydygiera
A82,S,A82-S-255-32340,Matki Teresy z Kalkuty - Rydygiera
A82,S,A82-S-255-34740,Matki Teresy z Kalkuty - Rydygiera
A82,S,A82-S-255-37140,Matki Teresy z Kalkuty - Rydygiera
A82,S,A82-S-255-39540,Matki Teresy z Kalkuty - Rydygiera
A82,S,A82-S-255-41940,Matki Teresy z Kalkuty - Rydygiera
A82,S,A82-S-255-44340,Matki Teresy z Kalkuty - Rydygiera
A82,S,A82-S-255-46740,Matki Teresy z Kalkuty - Rydygiera
A82,S,A82-S-255-49080,Matki Teresy z Kalkuty - Rydygiera
A82,S,A82-S-255-51540,Matki Teresy z Kalkuty - Rydygiera
A82,S,A82-S-255-53940,Matki Teresy z Kalkuty - Rydygiera
A82,S,A82-S-255-56340,Matki Teresy z Kalkuty - Rydygiera
A82,S,A82-S-255-58740,Matki Teresy z Kalkuty - Rydygiera
A82,S,A82-S-255-61140,Matki Teresy z Kalkuty - Rydygiera
A82,S,A82-S-255-63480,Matki Teresy z Kalkuty - Rydygiera
A82,S,A82-S-255-65880,Matki Teresy z Kalkuty - Rydygiera
A82,S,A82-S-255-68580,Matki Teresy z Kalkuty - Rydygiera
A82,S,A82-S-255-70980,Matki Teresy z Kalkuty - Rydygiera
A82,S,A82-S-255-72840,Matki Teresy z Kalkuty - Rydygiera
A82,S,A82-S-255-75360,Matki Teresy z Kalkuty - Rydygiera
A82,S,A82-S-255-78360,Matki Teresy z Kalkuty - Rydygiera
A82,S,A82-S-255-80760,Matki Teresy z Kalkuty - Rydygiera
A82,P,A82-P-256-16020,Wyzwolenia - Styki
A82,P,A82-P-256-18240,Wyzwolenia - Styki
A82,P,A82-P-256-20220,Wyzwolenia - Styki
A82,P,A82-P-256-22020,Wyzwolenia - Styki
A82,P,A82-P-256-23820,Wyzwolenia - Styki
A82,P,A82-P-256-25620,Wyzwolenia - Styki
A82,P,A82-P-256-27420,Wyzwolenia - Styki
A82,P,A82-P-256-29220,Wyzwolenia - Styki
A82,P,A82-P-256-31020,Wyzwolenia - Styki
A82,P,A82-P-256-33300,Wyzwolenia - Styki
A82,P,A82-P-256-35400,Wyzwolenia - Styki
A82,P,A82-P-256-37800,Wyzwolenia - Styki
A82,P,A82-P-256-40200,Wyzwolenia - Styki
A82,P,A82-P-256-42600,Wyzwolenia - Styki
A82,P,A82-P-256-45000,Wyzwolenia - Styki
A82,P,A82-P-256-47160,Wyzwolenia - Styki
A82,P,A82-P-256-48960,Wyzwolenia - Styki
A82,P,A82-P-256-50760,Wyzwolenia - Styki
A82,P,A82-P-256-52560,Wyzwolenia - Styki
A82,P,A82-P-256-54360,Wyzwolenia - Styki
A82,P,A82-P-256-56160,Wyzwolenia - Styki
A82,P,A82-P-256-57960,Wyzwolenia - Styki
A82,P,A82-P-256-59760,Wyzwolenia - Styki
A82,P,A82-P-256-61380,Wyzwolenia - Styki
A82,P,A82-P-256-63180,Wyzwolenia - Styki
A82,P,A82-P-256-64980,Wyzwolenia - Styki
A82,P,A82-P-256-66960,Wyzwolenia - Styki
A82,P,A82-P-256-68760,Wyzwolenia - Styki
A82,P,A82-P-256-70560,Wyzwolenia - Styki
A82,P,A82-P-256-72960,Wyzwolenia - Styki
A82,P,A82-P-256-75360,Wyzwolenia - Styki
A82,P,A82-P-256-77760,Wyzwolenia - Styki
A82,N,A82-N-256-20160,Wyzwolenia - Styki
A82,N,A82-N-256-21960,Wyzwolenia - Styki
A82,N,A82-N-256-25200,Wyzwolenia - Styki
A82,N,A82-N-256-27300,Wyzwolenia - Styki
A82,N,A82-N-256-29700,Wyzwolenia - Styki
A82,N,A82-N-256-32400,Wyzwolenia - Styki
A82,N,A82-N-256-34800,Wyzwolenia - Styki
A82,N,A82-N-256-37200,Wyzwolenia - Styki
A82,N,A82-N-256-39600,Wyzwolenia - Styki
A82,N,A82-N-256-42000,Wyzwolenia - Styki
A82,N,A82-N-256-44400,Wyzwolenia - Styki
A82,N,A82-N-256-46800,Wyzwolenia - Styki
A82,N,A82-N-256-49200,Wyzwolenia - Styki
A82,N,A82-N-256-51300,Wyzwolenia - Styki
A82,N,A82-N-256-54000,Wyzwolenia - Styki
A82,N,A82-N-256-56400,Wyzwolenia - Styki
A82,N,A82-N-256-58800,Wyzwolenia - Styki
A82,N,A82-N-256-61200,Wyzwolenia - Styki
A82,N,A82-N-256-63600,Wyzwolenia - Styki
A82,N,A82-N-256-65640,Wyzwolenia - Styki
A82,N,A82-N-256-68040,Wyzwolenia - Styki
A82,N,A82-N-256-70560,Wyzwolenia - Styki
A82,N,A82-N-256-73080,Wyzwolenia - Styki
A82,N,A82-N-256-75360,Wyzwolenia - Styki
A82,N,A82-N-256-77760,Wyzwolenia - Styki
A82,S,A82-S-256-15840,Wyzwolenia - Styki
A82,S,A82-S-256-18000,Wyzwolenia - Styki
A82,S,A82-S-256-19980,Wyzwolenia - Styki
A82,S,A82-S-256-22200,Wyzwolenia - Styki
A82,S,A82-S-256-24780,Wyzwolenia - Styki
A82,S,A82-S-256-27600,Wyzwolenia - Styki
A82,S,A82-S-256-30000,Wyzwolenia - Styki
A82,S,A82-S-256-32400,Wyzwolenia - Styki
A82,S,A82-S-256-34800,Wyzwolenia - Styki
A82,S,A82-S-256-37200,Wyzwolenia - Styki
A82,S,A82-S-256-39600,Wyzwolenia - Styki
A82,S,A82-S-256-42000,Wyzwolenia - Styki
A82,S,A82-S-256-44400,Wyzwolenia - Styki
A82,S,A82-S-256-46800,Wyzwolenia - Styki
A82,S,A82-S-256-49200,Wyzwolenia - Styki
A82,S,A82-S-256-51300,Wyzwolenia - Styki
A82,S,A82-S-256-54000,Wyzwolenia - Styki
A82,S,A82-S-256-56400,Wyzwolenia - Styki
A82,S,A82-S-256-58800,Wyzwolenia - Styki
A82,S,A82-S-256-61200,Wyzwolenia - Styki
A82,S,A82-S-256-63600,Wyzwolenia - Styki
A82,S,A82-S-256-65640,Wyzwolenia - Styki
A82,S,A82-S-256-68040,Wyzwolenia - Styki
A82,S,A82-S-256-70560,Wyzwolenia - Styki
A82,S,A82-S-256-73080,Wyzwolenia - Styki
A82,S,A82-S-256-75360,Wyzwolenia - Styki
A82,S,A82-S-256-77760,Wyzwolenia - Styki
A82,P,A82-P-261-13740,Matki Teresy z Kalkuty - Rydygiera
A82,P,A82-P-261-15960,Matki Teresy z Kalkuty - Rydygiera
A82,N,A82-N-261-17880,Matki Teresy z Kalkuty - Rydygiera
A82,N,A82-N-261-19740,Matki Teresy z Kalkuty - Rydygiera
A82,S,A82-S-261-13560,Matki Teresy z Kalkuty - Rydygiera
A82,S,A82-S-261-15720,Matki Teresy z Kalkuty - Rydygiera
A82,P,A82-P-262-78660,Jasiniecka - Pod Skarpą
A82,P,A82-P-262-80460,Jasiniecka - Pod Skarpą
A82,P,A82-P-262-83580,Jasiniecka - Pod Skarpą
A82,N,A82-N-262-80460,Jasiniecka - Pod Skarpą
A82,N,A82-N-262-83580,Jasiniecka - Pod Skarpą
A82,S,A82-S-262-80460,Jasiniecka - Pod Skarpą
A82,S,A82-S-262-83580,Jasiniecka - Pod Skarpą
A83,N,A83-N-291-21840,Fordońska - Traktorzystów
A83,N,A83-N-291-29040,Fordońska - Traktorzystów
A83,S,A83-S-291-18240,Fordońska - Traktorzystów
A83,S,A83-S-291-27780,Fordońska - Traktorzystów
A83,S,A83-S-291-29940,Fordońska - Traktorzystów
A83,W,A83-W-291-25440,Fordońska - Traktorzystów
A83,W,A83-W-291-32100,Fordońska - Traktorzystów
A83,W,A83-W-291-34740,Fordońska - Traktorzystów
A83,W,A83-W-291-36900,Fordońska - Traktorzystów
A83,W,A83-W-291-39120,Fordońska - Traktorzystów
A83,W,A83-W-291-41280,Fordońska - Traktorzystów
A83,W,A83-W-291-43440,Fordońska - Traktorzystów
A83,W,A83-W-291-45600,Fordońska - Traktorzystów
A83,W,A83-W-291-47760,Fordońska - Traktorzystów
A83,W,A83-W-291-49920,Fordońska - Traktorzystów
A83,W,A83-W-291-52080,Fordońska - Traktorzystów
A83,W,A83-W-291-54240,Fordońska - Traktorzystów
A83,W,A83-W-291-56400,Fordońska - Traktorzystów
A83,W,A83-W-291-58560,Fordońska - Traktorzystów
A83,W,A83-W-291-60720,Fordońska - Traktorzystów
A83,W,A83-W-291-62880,Fordońska - Traktorzystów
A83,W,A83-W-291-65040,Fordońska - Traktorzystów
A83,W,A83-W-291-67200,Fordońska - Traktorzystów
A83,W,A83-W-291-69900,Fordońska - Traktorzystów
A83,W,A83-W-291-72000,Fordońska - Traktorzystów
A83,W,A83-W-291-76440,Fordońska - Traktorzystów
A83,W,A83-W-291-79440,Fordońska - Traktorzystów
A83,W,A83-W-291-82440,Fordońska - Traktorzystów
A83,S,A83-S-291-21840,Fordońska - Traktorzystów
A83,F,A83-F-291-18060,Fordońska - Traktorzystów
A83,F,A83-F-291-19620,Fordońska - Traktorzystów
A83,F,A83-F-291-21360,Fordońska - Traktorzystów
A83,F,A83-F-291-22680,Fordońska - Traktorzystów
A83,F,A83-F-291-24060,Fordońska - Traktorzystów
A83,F,A83-F-291-25500,Fordońska - Traktorzystów
A83,F,A83-F-291-27000,Fordońska - Traktorzystów
A83,F,A83-F-291-28800,Fordońska - Traktorzystów
A83,F,A83-F-291-30300,Fordońska - Traktorzystów
A83,F,A83-F-291-32700,Fordońska - Traktorzystów
A83,F,A83-F-291-34860,Fordońska - Traktorzystów
A83,F,A83-F-291-37020,Fordońska - Traktorzystów
A83,F,A83-F-291-39180,Fordońska - Traktorzystów
A83,F,A83-F-291-41340,Fordońska - Traktorzystów
A83,F,A83-F-291-43500,Fordońska - Traktorzystów
A83,F,A83-F-291-45660,Fordońska - Traktorzystów
A83,F,A83-F-291-47460,Fordońska - Traktorzystów
A83,F,A83-F-291-49260,Fordońska - Traktorzystów
A83,F,A83-F-291-50700,Fordońska - Traktorzystów
A83,F,A83-F-291-52200,Fordońska - Traktorzystów
A83,F,A83-F-291-53700,Fordońska - Traktorzystów
A83,F,A83-F-291-55200,Fordońska - Traktorzystów
A83,F,A83-F-291-56700,Fordońska - Traktorzystów
A83,F,A83-F-291-58200,Fordońska - Traktorzystów
A83,F,A83-F-291-59700,Fordońska - Traktorzystów
A83,F,A83-F-291-61500,Fordońska - Traktorzystów
A83,F,A83-F-291-63540,Fordońska - Traktorzystów
A83,F,A83-F-291-65460,Fordońska - Traktorzystów
A83,F,A83-F-291-68100,Fordońska - Traktorzystów
A83,F,A83-F-291-70320,Fordońska - Traktorzystów
A83,F,A83-F-291-72540,Fordońska - Traktorzystów
A83,F,A83-F-291-76440,Fordońska - Traktorzystów
A83,F,A83-F-291-79440,Fordońska - Traktorzystów
A83,F,A83-F-291-82440,Fordońska - Traktorzystów
A83,R,A83-R-291-18060,Fordońska - Traktorzystów
A83,R,A83-R-291-19620,Fordońska - Traktorzystów
A83,R,A83-R-291-21360,Fordońska - Traktorzystów
A83,R,A83-R-291-22680,Fordońska - Traktorzystów
A83,R,A83-R-291-24060,Fordońska - Traktorzystów
A83,R,A83-R-291-25500,Fordońska - Traktorzystów
A83,R,A83-R-291-27000,Fordońska - Traktorzystów
A83,R,A83-R-291-28800,Fordońska - Traktorzystów
A83,R,A83-R-291-30300,Fordońska - Traktorzystów
A83,R,A83-R-291-32700,Fordońska - Traktorzystów
A83,R,A83-R-291-34860,Fordońska - Traktorzystów
A83,R,A83-R-291-37020,Fordońska - Traktorzystów
A83,R,A83-R-291-39180,Fordońska - Traktorzystów
A83,R,A83-R-291-41340,Fordońska - Traktorzystów
A83,R,A83-R-291-43500,Fordońska - Traktorzystów
A83,R,A83-R-291-45660,Fordońska - Traktorzystów
A83,R,A83-R-291-47460,Fordońska - Traktorzystów
A83,R,A83-R-291-49260,Fordońska - Traktorzystów
A83,R,A83-R-291-50700,Fordońska - Traktorzystów
A83,R,A83-R-291-52200,Fordońska - Traktorzystów
A83,R,A83-R-291-53700,Fordońska - Traktorzystów
A83,R,A83-R-291-55200,Fordońska - Traktorzystów
A83,R,A83-R-291-56700,Fordońska - Traktorzystów
A83,R,A83-R-291-58200,Fordońska - Traktorzystów
A83,R,A83-R-291-59700,Fordońska - Traktorzystów
A83,R,A83-R-291-61500,Fordońska - Traktorzystów
A83,R,A83-R-291-63540,Fordońska - Traktorzystów
A83,R,A83-R-291-65460,Fordońska - Traktorzystów
A83,R,A83-R-291-68100,Fordońska - Traktorzystów
A83,R,A83-R-291-70320,Fordońska - Traktorzystów
A83,R,A83-R-291-72540,Fordońska - Traktorzystów
A83,R,A83-R-291-76440,Fordońska - Traktorzystów
A83,R,A83-R-291-79440,Fordońska - Traktorzystów
A83,R,A83-R-291-82440,Fordońska - Traktorzystów
A83,W,A83-W-292-74160,Fordońska - Traktorzystów
A83,F,A83-F-292-74520,Fordońska - Traktorzystów
A83,R,A83-R-292-74520,Fordońska - Traktorzystów
A83,N,A83-N-293-25440,Czyżkówko
A83,S,A83-S-293-18240,Czyżkówko
A83,S,A83-S-293-24660,Czyżkówko
A83,S,A83-S-293-26760,Czyżkówko
A83,W,A83-W-293-21840,Czyżkówko
A83,W,A83-W-293-28860,Czyżkówko
A83,W,A83-W-293-31440,Czyżkówko
A83,W,A83-W-293-33660,Czyżkówko
A83,W,A83-W-293-35880,Czyżkówko
A83,W,A83-W-293-38040,Czyżkówko
A83,W,A83-W-293-40200,Czyżkówko
A83,W,A83-W-293-42360,Czyżkówko
A83,W,A83-W-293-44520,Czyżkówko
A83,W,A83-W-293-46680,Czyżkówko
A83,W,A83-W-293-48840,Czyżkówko
A83,W,A83-W-293-51000,Czyżkówko
A83,W,A83-W-293-53160,Czyżkówko
A83,W,A83-W-293-55320,Czyżkówko
A83,W,A83-W-293-57480,Czyżkówko
A83,W,A83-W-293-59640,Czyżkówko
A83,W,A83-W-293-61800,Czyżkówko
A83,W,A83-W-293-63960,Czyżkówko
A83,W,A83-W-293-66720,Czyżkówko
A83,W,A83-W-293-68880,Czyżkówko
A83,W,A83-W-293-71040,Czyżkówko
A83,W,A83-W-293-73380,Czyżkówko
A83,W,A83-W-293-75720,Czyżkówko
A83,W,A83-W-293-79380,Czyżkówko
A83,F,A83-F-293-17100,Czyżkówko
A83,F,A83-F-293-18600,Czyżkówko
A83,F,A83-F-293-20220,Czyżkówko
A83,F,A83-F-293-21660,Czyżkówko
A83,F,A83-F-293-23160,Czyżkówko
A83,F,A83-F-293-24720,Czyżkówko
A83,F,A83-F-293-26160,Czyżkówko
A83,F,A83-F-293-27660,Czyżkówko
A83,F,A83-F-293-29160,Czyżkówko
A83,F,A83-F-293-31080,Czyżkówko
A83,F,A83-F-293-33060,Czyżkówko
A83,F,A83-F-293-35220,Czyżkówko
A83,F,A83-F-293-37380,Czyżkówko
A83,F,A83-F-293-39540,Czyżkówko
A83,F,A83-F-293-41700,Czyżkówko
A83,F,A83-F-293-43860,Czyżkówko
A83,F,A83-F-293-45900,Czyżkówko
A83,F,A83-F-293-47700,Czyżkówko
A83,F,A83-F-293-49680,Czyżkówko
A83,F,A83-F-293-51240,Czyżkówko
A83,F,A83-F-293-52800,Czyżkówko
A83,F,A83-F-293-54360,Czyżkówko
A83,F,A83-F-293-55920,Czyżkówko
A83,F,A83-F-293-57420,Czyżkówko
A83,F,A83-F-293-58920,Czyżkówko
A83,F,A83-F-293-60720,Czyżkówko
A83,F,A83-F-293-62820,Czyżkówko
A83,F,A83-F-293-64800,Czyżkówko
A83,F,A83-F-293-67140,Czyżkówko
A83,F,A83-F-293-69420,Czyżkówko
A83,F,A83-F-293-71400,Czyżkówko
A83,F,A83-F-293-73380,Czyżkówko
A83,F,A83-F-293-75720,Czyżkówko
A83,F,A83-F-293-79380,Czyżkówko
A83,R,A83-R-293-17100,Czyżkówko
A83,R,A83-R-293-18600,Czyżkówko
A83,R,A83-R-293-20220,Czyżkówko
A83,R,A83-R-293-21660,Czyżkówko
A83,R,A83-R-293-23160,Czyżkówko
A83,R,A83-R-293-24300,Czyżkówko
A83,R,A83-R-293-25260,Czyżkówko
A83,R,A83-R-293-26220,Czyżkówko
A83,R,A83-R-293-27660,Czyżkówko
A83,R,A83-R-293-29160,Czyżkówko
A83,R,A83-R-293-31080,Czyżkówko
A83,R,A83-R-293-33060,Czyżkówko
A83,R,A83-R-293-35220,Czyżkówko
A83,R,A83-R-293-37380,Czyżkówko
A83,R,A83-R-293-39540,Czyżkówko
A83,R,A83-R-293-41700,Czyżkówko
A83,R,A83-R-293-43860,Czyżkówko
A83,R,A83-R-293-45900,Czyżkówko
A83,R,A83-R-293-47880,Czyżkówko
A83,R,A83-R-293-49860,Czyżkówko
A83,R,A83-R-293-51420,Czyżkówko
A83,R,A83-R-293-52920,Czyżkówko
A83,R,A83-R-293-54420,Czyżkówko
A83,R,A83-R-293-55920,Czyżkówko
A83,R,A83-R-293-57420,Czyżkówko
A83,R,A83-R-293-58920,Czyżkówko
A83,R,A83-R-293-60720,Czyżkówko
A83,R,A83-R-293-62820,Czyżkówko
A83,R,A83-R-293-64800,Czyżkówko
A83,R,A83-R-293-67140,Czyżkówko
A83,R,A83-R-293-69420,Czyżkówko
A83,R,A83-R-293-71400,Czyżkówko
A83,R,A83-R-293-73380,Czyżkówko
A83,R,A83-R-293-75720,Czyżkówko
A83,R,A83-R-293-79380,Czyżkówko
A83,N,A83-N-306-19620,Fordońska - Traktorzystów
A83,N,A83-N-306-27780,Fordońska - Traktorzystów
A83,S,A83-S-306-16080,Fordońska - Traktorzystów
A83,S,A83-S-306-20580,Fordońska - Traktorzystów
A83,F,A83-F-306-14940,Fordońska - Traktorzystów
A83,F,A83-F-306-16440,Fordońska - Traktorzystów
A83,F,A83-F-306-18000,Fordońska - Traktorzystów
A83,R,A83-R-306-14940,Fordońska - Traktorzystów
A83,R,A83-R-306-16440,Fordońska - Traktorzystów
A83,R,A83-R-306-18060,Fordońska - Traktorzystów
A83,R,A83-R-306-21180,Fordońska - Traktorzystów
A83,W,A83-W-307-82260,Dworzec Wschód
A83,W,A83-W-307-85140,Dworzec Wschód
A83,F,A83-F-307-66720,Dworzec Wschód
A83,F,A83-F-307-70980,Dworzec Wschód
A83,F,A83-F-307-82260,Dworzec Wschód
A83,F,A83-F-307-85140,Dworzec Wschód
A83,R,A83-R-307-66720,Dworzec Wschód
A83,R,A83-R-307-70980,Dworzec Wschód
A83,R,A83-R-307-82260,Dworzec Wschód
A83,R,A83-R-307-85200,Dworzec Wschód
A86,P,A86-P-222-16800,Rondo Jagiellonów
A86,P,A86-P-222-17940,Rondo Jagiellonów
A86,P,A86-P-222-19200,Rondo Jagiellonów
A86,P,A86-P-222-20700,Rondo Jagiellonów
A86,P,A86-P-222-22140,Rondo Jagiellonów
A86,P,A86-P-222-23340,Rondo Jagiellonów
A86,P,A86-P-222-24540,Rondo Jagiellonów
A86,P,A86-P-222-25740,Rondo Jagiellonów
A86,P,A86-P-222-26940,Rondo Jagiellonów
A86,P,A86-P-222-28140,Rondo Jagiellonów
A86,P,A86-P-222-29340,Rondo Jagiellonów
A86,P,A86-P-222-30720,Rondo Jagiellonów
A86,P,A86-P-222-32100,Rondo Jagiellonów
A86,P,A86-P-222-33300,Rondo Jagiellonów
A86,P,A86-P-222-34500,Rondo Jagiellonów
A86,P,A86-P-222-35700,Rondo Jagiellonów
A86,P,A86-P-222-36900,Rondo Jagiellonów
A86,P,A86-P-222-38100,Rondo Jagiellonów
A86,P,A86-P-222-39300,Rondo Jagiellonów
A86,P,A86-P-222-40500,Rondo Jagiellonów
A86,P,A86-P-222-41700,Rondo Jagiellonów
A86,P,A86-P-222-42900,Rondo Jagiellonów
A86,P,A86-P-222-44100,Rondo Jagiellonów
A86,P,A86-P-222-45300,Rondo Jagiellonów
A86,P,A86-P-222-46500,Rondo Jagiellonów
A86,P,A86-P-222-47700,Rondo Jagiellonów
A86,P,A86-P-222-49500,Rondo Jagiellonów
A86,P,A86-P-222-51300,Rondo Jagiellonów
A86,P,A86-P-222-52500,Rondo Jagiellonów
A86,P,A86-P-222-53700,Rondo Jagiellonów
A86,P,A86-P-222-54900,Rondo Jagiellonów
A86,P,A86-P-222-56100,Rondo Jagiellonów
A86,P,A86-P-222-57300,Rondo Jagiellonów
A86,P,A86-P-222-58500,Rondo Jagiellonów
A86,P,A86-P-222-59700,Rondo Jagiellonów
A86,P,A86-P-222-60900,Rondo Jagiellonów
A86,P,A86-P-222-62100,Rondo Jagiellonów
A86,P,A86-P-222-63300,Rondo Jagiellonów
A86,P,A86-P-222-64500,Rondo Jagiellonów
A86,P,A86-P-222-65700,Rondo Jagiellonów
A86,P,A86-P-222-66900,Rondo Jagiellonów
A86,P,A86-P-222-68100,Rondo Jagiellonów
A86,P,A86-P-222-69300,Rondo Jagiellonów
A86,P,A86-P-222-70200,Rondo Jagiellonów
A86,P,A86-P-222-71700,Rondo Jagiellonów
A86,P,A86-P-222-73200,Rondo Jagiellonów
A86,P,A86-P-222-74700,Rondo Jagiellonów
A86,P,A86-P-222-76500,Rondo Jagiellonów
A86,P,A86-P-222-78900,Rondo Jagiellonów
A86,P,A86-P-222-81600,Rondo Jagiellonów
A86,N,A86-N-222-22500,Rondo Jagiellonów
A86,N,A86-N-222-23700,Rondo Jagiellonów
A86,N,A86-N-222-24900,Rondo Jagiellonów
A86,N,A86-N-222-26100,Rondo Jagiellonów
A86,N,A86-N-222-27300,Rondo Jagiellonów
A86,N,A86-N-222-28500,Rondo Jagiellonów
A86,N,A86-N-222-29700,Rondo Jagiellonów
A86,N,A86-N-222-30900,Rondo Jagiellonów
A86,N,A86-N-222-32100,Rondo Jagiellonów
A86,N,A86-N-222-33300,Rondo Jagiellonów
A86,N,A86-N-222-34500,Rondo Jagiellonów
A86,N,A86-N-222-35700,Rondo Jagiellonów
A86,N,A86-N-222-36900,Rondo Jagiellonów
A86,N,A86-N-222-38100,Rondo Jagiellonów
A86,N,A86-N-222-39300,Rondo Jagiellonów
A86,N,A86-N-222-40500,Rondo Jagiellonów
A86,N,A86-N-222-41700,Rondo Jagiellonów
A86,N,A86-N-222-42900,Rondo Jagiellonów
A86,N,A86-N-222-44100,Rondo Jagiellonów
A86,N,A86-N-222-45300,Rondo Jagiellonów
A86,N,A86-N-222-46500,Rondo Jagiellonów
A86,N,A86-N-222-47700,Rondo Jagiellonów
A86,N,A86-N-222-49500,Rondo Jagiellonów
A86,N,A86-N-222-51300,Rondo Jagiellonów
A86,N,A86-N-222-52500,Rondo Jagiellonów
A86,N,A86-N-222-53700,Rondo Jagiellonów
A86,N,A86-N-222-54900,Rondo Jagiellonów
A86,N,A86-N-222-56100,Rondo Jagiellonów
A86,N,A86-N-222-57300,Rondo Jagiellonów
A86,N,A86-N-222-58500,Rondo Jagiellonów
A86,N,A86-N-222-59700,Rondo Jagiellonów
A86,N,A86-N-222-60900,Rondo Jagiellonów
A86,N,A86-N-222-62100,Rondo Jagiellonów
A86,N,A86-N-222-63300,Rondo Jagiellonów
A86,N,A86-N-222-64500,Rondo Jagiellonów
A86,N,A86-N-222-65700,Rondo Jagiellonów
A86,N,A86-N-222-66900,Rondo Jagiellonów
A86,N,A86-N-222-68100,Rondo Jagiellonów
A86,N,A86-N-222-69900,Rondo Jagiellonów
A86,N,A86-N-222-71700,Rondo Jagiellonów
A86,N,A86-N-222-73500,Rondo Jagiellonów
A86,N,A86-N-222-75300,Rondo Jagiellonów
A86,N,A86-N-222-77100,Rondo Jagiellonów
A86,N,A86-N-222-78900,Rondo Jagiellonów
A86,N,A86-N-222-81600,Rondo Jagiellonów
A86,S,A86-S-222-18240,Rondo Jagiellonów
A86,S,A86-S-222-20100,Rondo Jagiellonów
A86,S,A86-S-222-22500,Rondo Jagiellonów
A86,S,A86-S-222-23700,Rondo Jagiellonów
A86,S,A86-S-222-24900,Rondo Jagiellonów
A86,S,A86-S-222-26100,Rondo Jagiellonów
A86,S,A86-S-222-27300,Rondo Jagiellonów
A86,S,A86-S-222-28500,Rondo Jagiellonów
A86,S,A86-S-222-29700,Rondo Jagiellonów
A86,S,A86-S-222-30900,Rondo Jagiellonów
A86,S,A86-S-222-32100,Rondo Jagiellonów
A86,S,A86-S-222-33300,Rondo Jagiellonów
A86,S,A86-S-222-34500,Rondo Jagiellonów
A86,S,A86-S-222-35700,Rondo Jagiellonów
A86,S,A86-S-222-36900,Rondo Jagiellonów
A86,S,A86-S-222-38100,Rondo Jagiellonów
A86,S,A86-S-222-39300,Rondo Jagiellonów
A86,S,A86-S-222-40500,Rondo Jagiellonów
A86,S,A86-S-222-41700,Rondo Jagiellonów
A86,S,A86-S-222-42900,Rondo Jagiellonów
A86,S,A86-S-222-44100,Rondo Jagiellonów
